---,Handle,Name,Class,Icon,bIsVisibleInWidget,Description,StaticMesh,DestructibleClass,MaxDurability,CanBeDamaged,UseMeshSockets,CorrectMeshTransform,BuildingRequirements,DestructRequirements,UpgradeObject,UpgradeRequirements,RepairRequirements
Stylized_Wooden_Door,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_Door"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""937B9844403B509C33022288B8D95DD1"", ""Wooden Door"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Placeable/BP_EBS_Building_Door.BP_EBS_Building_Door_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Door.T_Icon_Stylized_Wood_Door',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""B3BBB26740E48251A7246198FB420532"", ""A stable door that provides entrance to structures. Can be locked for security."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Door.SM_Stylized_Wood_Door',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_Door.BP_EBS_Chaos_Stylized_Wood_Door_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Door"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Stone_Foundation,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Foundation"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""5B679C8141E67B8D8A36479E45B6781B"", ""Stone Foundation"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Foundation.BP_EBS_Building_Foundation_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Foundation.T_Icon_Stylized_Stone_Foundation',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""579E0B7C4C01DC7B3C3AEAB69C0BCD2F"", ""Required to build structures in an area. Square shape."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Foundaton.SM_Stylized_Stone_Foundaton',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Foundation.BP_EBS_Chaos_Stylized_Stone_Foundation_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Foundation"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Foundation_Triangle,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Foundation_Triangle"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""F7DDFF1C4BF9359551FA30AC30FE261B"", ""Stone Triangle Foundation"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Foundation_Triangle.BP_EBS_Building_Foundation_Triangle_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Tri_Foundation.T_Icon_Stylized_Stone_Tri_Foundation',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""B594062B40234B59FA01EB8AF15B7F35"", ""Required to build structures in an area. Triangle shape."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Tri_Foundation.SM_Stylized_Stone_Tri_Foundation',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Foundation_Triangle.BP_EBS_Chaos_Stylized_Stone_Foundation_Triangle_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Foundation_Triangle"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Ramp,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Ramp"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""E130E1FA49603CE4BCB90B915ECB2FBD"", ""Stone Ramp"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Ramp.BP_EBS_Building_Ramp_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Ramp.T_Icon_Stylized_Stone_Ramp',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""2F4C85BD4487C085AAFB378D677132AA"", ""An inclined ramp for travelling up or down."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Ramp.SM_Stylized_Stone_Ramp',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Ramp.BP_EBS_Chaos_Stylized_Stone_Ramp_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Ramp"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Wall,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Wall"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""A79EDF374CDFE43BB5F98C88B4D820F1"", ""Stone Wall"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Wall.BP_EBS_Building_Wall_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Wall.T_Icon_Stylized_Stone_Wall',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""DF04091F4AD1E0415FF95CAD7C361062"", ""A wall that insulates the inside from the outside, separates rooms, and provides structural integrity."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Wall.SM_Stylized_Stone_Wall',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Wall.BP_EBS_Chaos_Stylized_Stone_Wall_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Wall"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Doorframe,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Doorframe"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""50F18EAE4A7341A854FAAEAD0D57CAF3"", ""Stone Door Frame"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_DoorFrame.BP_EBS_Building_DoorFrame_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Doorframe.T_Icon_Stylized_Stone_Doorframe',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""34BBA5434195D70E940D659B4476DD76"", ""A wall that provides entrance to a structure."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Doorframe.SM_Stylized_Stone_Doorframe',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_DoorFrame.BP_EBS_Chaos_Stylized_Stone_DoorFrame_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Doorframe"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_WindowFrame,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_WindowFrame"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""A9A3CF5B4C57D7218FC580A0E7B16E29"", ""Stone Window Frame"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_WindowFrame.BP_EBS_Building_WindowFrame_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Windowframe.T_Icon_Stylized_Stone_Windowframe',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""6C2D00BD47A922CBC8C42580ADC853D3"", ""A wall with a hole for a window."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Windowframe.SM_Stylized_Stone_Windowframe',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_WindowFrame.BP_EBS_Chaos_Stylized_Stone_WindowFrame_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_WindowFrame"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Fence,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Fence"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""C36898824E257E2ACA4B7EB223D1E1CE"", ""Stone Fence"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Fence.BP_EBS_Building_Fence_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Fence.T_Icon_Stylized_Stone_Fence',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""AFCBBFB84069F428EA46FF8F9C6784DB"", ""A fence. A low but strong one."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Fence.SM_Stylized_Stone_Fence',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Fence.BP_EBS_Chaos_Stylized_Stone_Fence_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Fence"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Stairs,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Stairs"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""C40038EB42035346CADD77A1C9CE81E7"", ""Stone Stairs"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Stairs.BP_EBS_Building_Stairs_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Stairs.T_Icon_Stylized_Stone_Stairs',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""595294A84A64E4BFC6F5F18CCDACDB93"", ""Stairs for traveling up or down levels."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Stairs.SM_Stylized_Stone_Stairs',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Stairs.BP_EBS_Chaos_Stylized_Stone_Stairs_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Stairs"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Ceiling,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Ceiling"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""02AF5B3E45A1E4195F75F699390E1BD7"", ""Stone Ceiling"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Ceiling.BP_EBS_Building_Ceiling_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Ceiling.T_Icon_Stylized_Stone_Ceiling',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""EBCE43A04C778C049621389D7196A912"", ""A stable ceiling that insulates the inside from the outside, and doubles as a floor for higher levels."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Ceiling.SM_Stylized_Stone_Ceiling',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Ceiling.BP_EBS_Chaos_Stylized_Stone_Ceiling_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Ceiling"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Ceiling_Triangle,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Ceiling_Triangle"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""224E8FCE4AE79768F8BA41A9A15A92FA"", ""Stone Triangle Ceiling"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Ceiling_Triangle.BP_EBS_Building_Ceiling_Triangle_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Tri_Ceiling.T_Icon_Stylized_Stone_Tri_Ceiling',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""09A060144B6BC392110BE0B9C810357D"", ""A stable triangle ceiling that insulates the inside from the outside, and doubles as a floor for higher levels."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Tri_Ceiling.SM_Stylized_Stone_Tri_Ceiling',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Ceiling_Triangle.BP_EBS_Chaos_Stylized_Stone_Ceiling_Triangle_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Ceiling_Triangle"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
